,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
6849,0.66,0.86,4.0,112,6.0,No,No,No,accounting,medium
6850,0.74,0.96,5.0,222,2.0,No,No,No,support,high
6851,0.57,0.96,4.0,177,2.0,No,No,No,technical,low
6852,0.8,0.74,5.0,181,4.0,Yes,No,No,management,medium
6853,0.79,0.84,4.0,144,2.0,Yes,No,No,marketing,medium
6854,0.74,0.94,4.0,255,4.0,No,No,No,marketing,medium
6855,0.74,0.8,3.0,219,2.0,No,No,No,marketing,medium
6856,0.4,1.0,6.0,206,2.0,No,No,No,sales,low
6857,0.14,0.71,2.0,155,3.0,No,No,No,sales,low
6858,0.83,0.87,5.0,248,3.0,No,No,No,sales,low
6859,0.76,0.52,4.0,259,2.0,No,No,No,sales,low
6860,0.8,0.8,3.0,271,4.0,No,No,No,sales,low
6861,0.95,0.38,2.0,103,3.0,No,No,No,sales,low
6862,0.88,0.76,4.0,159,4.0,Yes,No,No,sales,low
6863,0.92,0.85,4.0,184,3.0,No,No,No,sales,low
6864,0.16,0.88,4.0,201,6.0,No,No,No,sales,medium
6865,0.7,0.63,3.0,157,4.0,No,No,No,sales,medium
6866,0.71,0.93,3.0,287,5.0,No,No,No,sales,medium
6867,0.52,0.82,2.0,242,3.0,No,No,No,sales,medium
6868,0.49,0.58,5.0,246,3.0,Yes,No,No,sales,medium
6869,0.5,0.57,3.0,219,3.0,No,No,No,sales,medium
6870,0.86,0.94,3.0,212,3.0,No,No,No,sales,medium
6871,0.49,0.99,5.0,262,2.0,Yes,No,No,sales,medium
6872,0.69,0.91,4.0,128,3.0,Yes,No,No,sales,medium
6873,0.96,1.0,3.0,231,6.0,No,No,No,sales,medium
6874,0.87,0.54,3.0,260,2.0,No,No,No,sales,medium
6875,0.36,0.4,3.0,160,3.0,No,No,No,accounting,medium
6876,0.86,1.0,3.0,166,3.0,Yes,No,No,accounting,medium
6877,0.79,0.74,4.0,222,2.0,No,No,No,accounting,medium
6878,1.0,0.52,4.0,171,4.0,No,No,No,hr,medium
6879,0.88,0.88,3.0,220,4.0,No,No,No,hr,medium
6880,0.49,0.65,4.0,176,3.0,Yes,No,No,hr,medium
6881,0.52,0.62,3.0,160,2.0,No,No,No,hr,medium
6882,0.76,0.78,3.0,162,3.0,No,No,No,technical,medium
6883,0.69,0.91,3.0,167,2.0,No,No,No,technical,medium
6884,0.69,0.81,5.0,217,2.0,No,No,No,technical,medium
6885,0.75,0.58,3.0,159,3.0,No,No,No,technical,medium
6886,0.47,0.47,4.0,191,3.0,No,No,No,technical,medium
6887,0.88,1.0,3.0,125,3.0,No,No,No,technical,medium
6888,0.49,0.43,5.0,210,4.0,Yes,No,No,technical,medium
6889,0.92,0.67,4.0,241,3.0,No,No,No,technical,high
6890,0.24,0.48,4.0,145,3.0,Yes,No,No,technical,high
6891,0.69,1.0,5.0,237,3.0,No,No,No,technical,high
6892,0.81,0.57,4.0,213,4.0,No,No,No,technical,high
6893,0.61,0.48,4.0,257,2.0,No,No,No,support,high
6894,0.75,0.86,6.0,114,4.0,No,No,No,support,high
6895,0.69,0.86,4.0,214,2.0,No,No,No,support,high
6896,0.53,0.49,3.0,191,3.0,No,No,No,support,high
6897,0.93,0.96,4.0,223,3.0,Yes,No,No,support,high
6898,0.15,0.67,5.0,249,5.0,No,No,No,support,high
6899,0.48,0.41,5.0,286,3.0,No,No,No,support,high
6900,0.67,0.73,4.0,251,3.0,No,No,No,support,high
6901,0.36,0.93,3.0,162,5.0,No,No,No,support,low
6902,0.35,0.54,3.0,138,4.0,No,No,No,support,low
6903,0.65,0.62,4.0,235,3.0,No,No,No,support,low
6904,0.8,0.5,4.0,125,3.0,No,No,No,technical,low
6905,0.97,0.96,5.0,210,6.0,Yes,No,No,technical,low
6906,0.67,0.64,4.0,136,3.0,No,No,No,technical,low
6907,0.58,0.78,3.0,223,3.0,No,No,No,management,low
6908,0.61,0.67,3.0,188,5.0,No,No,No,IT,low
6909,0.97,0.66,4.0,214,2.0,Yes,No,No,IT,low
6910,0.87,0.97,4.0,160,3.0,No,No,No,IT,low
6911,0.8,0.71,4.0,200,2.0,No,No,No,IT,low
6912,0.91,0.55,3.0,223,3.0,No,No,No,IT,low
6913,0.63,0.73,3.0,272,2.0,No,No,No,product_mng,low
6914,0.79,0.96,4.0,170,2.0,No,No,No,product_mng,low
6915,0.89,0.57,2.0,235,3.0,Yes,No,No,product_mng,low
6916,1.0,0.87,3.0,274,3.0,No,No,No,product_mng,medium
6917,0.6,0.73,5.0,203,2.0,No,No,No,IT,medium
6918,0.7,0.8,4.0,236,2.0,No,No,No,RandD,medium
6919,0.79,0.81,4.0,203,3.0,No,No,No,RandD,medium
6920,0.88,0.72,4.0,249,3.0,Yes,No,No,RandD,medium
6921,0.87,0.48,4.0,133,2.0,No,No,No,RandD,medium
6922,0.52,0.58,3.0,203,2.0,No,No,No,RandD,medium
6923,0.59,0.75,3.0,168,3.0,No,No,No,RandD,medium
6924,0.64,0.75,4.0,172,4.0,No,No,No,marketing,medium
6925,0.81,0.83,3.0,177,2.0,No,No,No,sales,medium
6926,0.87,0.57,3.0,149,2.0,No,No,No,accounting,medium
6927,0.74,0.61,3.0,231,2.0,No,No,No,support,medium
6928,0.73,0.89,3.0,226,3.0,Yes,No,No,technical,high
6929,0.97,0.58,4.0,187,4.0,Yes,No,No,management,high
6930,0.54,0.81,3.0,145,2.0,No,No,No,marketing,high
6931,0.59,0.55,4.0,138,2.0,No,No,No,marketing,high
6932,0.99,0.95,3.0,153,4.0,No,No,No,marketing,high
6933,0.79,0.75,4.0,168,3.0,No,No,No,sales,high
6934,0.96,0.37,3.0,111,2.0,No,No,No,sales,high
6935,0.54,0.67,3.0,154,2.0,No,No,No,sales,high
6936,0.79,0.84,4.0,171,3.0,No,No,No,sales,low
6937,0.64,0.79,3.0,253,2.0,No,No,No,sales,low
6938,0.65,0.53,4.0,160,3.0,No,No,No,sales,low
6939,0.87,0.86,3.0,196,4.0,No,No,No,sales,low
6940,0.7,0.59,4.0,178,3.0,No,No,No,sales,low
6941,0.89,0.81,3.0,268,3.0,No,No,No,sales,low
6942,0.61,0.58,6.0,146,3.0,No,No,No,sales,low
6943,0.9,0.49,4.0,185,2.0,No,No,No,sales,low
6944,0.49,0.54,4.0,247,3.0,Yes,No,No,sales,medium
6945,0.85,0.97,4.0,210,2.0,No,No,No,sales,medium
6946,0.54,0.58,3.0,234,3.0,No,No,No,sales,medium
6947,0.64,0.57,4.0,271,2.0,No,No,No,sales,medium
6948,0.81,0.77,5.0,102,5.0,No,No,No,sales,medium
6949,0.49,0.66,3.0,163,3.0,No,No,No,sales,medium
6950,0.58,0.57,3.0,144,4.0,Yes,No,No,sales,medium
6951,0.62,0.49,3.0,172,3.0,No,No,No,sales,medium
6952,0.8,0.84,3.0,203,3.0,Yes,No,No,accounting,medium
6953,0.64,0.64,3.0,192,3.0,Yes,No,No,accounting,medium
6954,0.81,0.86,5.0,159,2.0,No,No,No,accounting,medium
6955,0.8,0.74,3.0,159,2.0,No,No,No,hr,medium
6956,0.92,0.81,4.0,206,2.0,No,No,No,hr,medium
6957,0.66,0.98,4.0,225,2.0,Yes,No,No,hr,medium
6958,0.79,0.89,3.0,252,2.0,No,No,No,hr,medium
6959,0.74,0.54,6.0,113,3.0,No,No,No,technical,medium
6960,0.79,0.74,3.0,238,2.0,No,No,No,technical,medium
6961,0.87,0.94,3.0,217,3.0,No,No,No,technical,medium
6962,0.49,0.57,4.0,145,2.0,No,No,No,technical,medium
6963,0.3,0.44,5.0,128,4.0,Yes,No,No,technical,medium
6964,0.85,0.89,4.0,177,3.0,No,No,No,technical,medium
6965,0.61,0.97,4.0,256,4.0,No,No,No,technical,medium
6966,0.68,0.55,3.0,182,3.0,Yes,No,No,technical,medium
6967,0.67,0.67,4.0,226,2.0,No,No,No,technical,high
6968,0.63,0.73,5.0,168,3.0,No,No,No,technical,low
6969,0.63,0.94,4.0,145,3.0,No,No,No,technical,medium
6970,0.5,0.88,4.0,172,4.0,No,No,No,support,medium
6971,0.7,0.55,4.0,233,2.0,No,No,No,support,medium
6972,0.18,0.46,5.0,202,4.0,No,No,No,support,medium
6973,0.77,0.55,5.0,255,2.0,No,No,No,support,medium
6974,0.78,0.61,3.0,257,3.0,No,No,No,support,medium
6975,0.54,0.77,3.0,185,3.0,No,No,No,support,medium
6976,0.9,0.69,3.0,231,4.0,No,No,No,support,medium
6977,0.56,0.76,3.0,207,2.0,No,No,No,support,medium
6978,0.63,0.81,3.0,215,3.0,No,No,No,support,medium
6979,0.68,0.75,5.0,243,3.0,Yes,No,No,support,low
6980,0.96,0.54,3.0,198,3.0,No,No,No,support,low
6981,0.85,0.87,6.0,232,6.0,No,No,No,technical,low
6982,0.82,0.66,4.0,150,3.0,No,No,No,technical,low
6983,0.44,0.39,2.0,188,3.0,No,No,No,technical,low
6984,0.86,0.97,4.0,155,3.0,No,No,No,management,low
6985,0.56,0.68,3.0,109,3.0,No,No,No,IT,low
6986,0.69,0.94,3.0,170,3.0,No,No,No,IT,high
6987,0.91,0.85,5.0,214,2.0,No,No,No,IT,low
6988,0.99,0.94,3.0,244,3.0,No,No,No,IT,high
6989,0.76,0.84,5.0,137,4.0,No,No,No,IT,high
6990,0.63,0.67,5.0,250,2.0,No,No,No,product_mng,low
6991,0.21,0.62,4.0,247,3.0,Yes,No,No,product_mng,low
6992,0.63,0.43,2.0,222,4.0,No,No,No,product_mng,high
6993,0.58,0.51,2.0,100,2.0,No,No,No,product_mng,low
6994,0.52,0.84,4.0,212,3.0,No,No,No,IT,medium
6995,0.89,0.64,3.0,184,5.0,No,No,No,RandD,high
6996,0.81,0.81,4.0,177,3.0,No,No,No,RandD,medium
6997,0.62,0.73,3.0,138,3.0,No,No,No,RandD,medium
6998,0.83,0.5,4.0,167,3.0,Yes,No,No,RandD,medium
6999,0.85,0.99,3.0,201,3.0,No,No,No,RandD,medium
7000,0.52,0.61,5.0,162,3.0,No,No,No,marketing,high
7001,0.57,0.97,5.0,126,5.0,No,No,No,sales,medium
7002,0.93,1.0,4.0,145,3.0,No,No,No,accounting,medium
7003,0.78,0.89,3.0,211,3.0,No,No,No,support,medium
7004,0.65,0.59,3.0,167,2.0,No,No,No,technical,high
7005,0.42,0.74,5.0,256,6.0,No,No,No,management,medium
7006,0.22,0.61,6.0,237,5.0,No,No,No,marketing,high
7007,0.71,0.96,5.0,135,4.0,Yes,No,No,marketing,low
7008,0.44,0.68,5.0,209,4.0,No,No,No,marketing,medium
7009,0.6,0.52,4.0,190,3.0,No,No,No,sales,medium
7010,0.68,0.61,3.0,134,4.0,No,No,No,sales,medium
7011,0.53,0.41,2.0,148,2.0,Yes,No,No,sales,medium
7012,0.8,0.82,4.0,202,3.0,No,No,No,sales,low
7013,0.97,0.82,4.0,176,2.0,No,No,No,sales,low
7014,0.47,0.47,2.0,221,6.0,No,No,No,sales,low
7015,0.96,0.93,3.0,156,3.0,No,No,No,sales,low
7016,0.81,0.45,6.0,98,3.0,No,No,No,sales,low
7017,0.86,0.65,4.0,134,4.0,No,No,No,sales,low
7018,0.59,0.82,4.0,203,4.0,Yes,No,No,sales,low
7019,0.53,0.97,3.0,189,3.0,No,No,No,sales,low
7020,0.57,0.86,3.0,258,2.0,No,No,No,sales,low
7021,0.7,0.48,4.0,237,3.0,No,No,No,sales,low
7022,0.58,0.59,4.0,224,3.0,No,No,No,sales,high
7023,0.43,0.86,5.0,125,3.0,Yes,No,No,sales,low
7024,0.92,0.82,4.0,207,4.0,No,No,No,sales,low
7025,0.24,0.7,5.0,194,3.0,No,No,No,sales,low
7026,0.67,0.52,3.0,273,3.0,No,No,No,sales,low
7027,0.68,0.84,3.0,209,3.0,No,No,No,sales,high
7028,0.54,0.75,3.0,181,3.0,No,No,No,accounting,low
7029,0.73,0.63,3.0,172,4.0,Yes,No,No,accounting,low
7030,0.59,0.41,4.0,139,3.0,No,No,No,accounting,low
7031,0.22,0.64,6.0,260,4.0,No,No,No,hr,high
7032,0.49,0.83,3.0,168,4.0,Yes,No,No,hr,low
7033,0.91,1.0,6.0,242,3.0,Yes,No,No,hr,medium
7034,0.18,0.97,4.0,206,3.0,No,No,No,hr,high
7035,0.71,0.41,5.0,107,4.0,No,No,No,technical,medium
7036,0.56,0.66,5.0,216,2.0,No,No,No,technical,high
7037,0.84,0.62,4.0,152,3.0,No,No,No,technical,medium
7038,0.59,0.49,5.0,122,5.0,No,No,No,technical,medium
7039,0.88,0.62,4.0,138,3.0,No,No,No,technical,medium
7040,0.8,0.52,3.0,182,2.0,No,No,No,technical,medium
7041,0.53,0.63,3.0,205,2.0,No,No,No,technical,medium
7042,0.53,0.83,3.0,267,4.0,No,No,No,technical,medium
7043,0.3,0.67,3.0,150,2.0,No,No,No,technical,medium
7044,0.91,0.7,4.0,134,2.0,No,No,No,technical,medium
7045,0.32,0.66,5.0,116,5.0,Yes,No,No,technical,high
7046,0.73,0.87,3.0,181,3.0,No,No,No,support,low
7047,0.87,0.54,3.0,268,3.0,No,No,No,support,medium
7048,0.57,0.73,3.0,129,3.0,No,No,No,support,medium
7049,0.62,0.94,3.0,151,4.0,No,No,No,support,medium
7050,0.55,0.91,3.0,243,4.0,No,No,No,support,medium
7051,0.93,0.57,5.0,143,2.0,No,No,No,support,medium
7052,0.3,0.47,6.0,156,2.0,Yes,No,No,support,medium
7053,0.57,0.7,3.0,210,2.0,No,No,No,support,medium
7054,0.9,0.85,4.0,279,6.0,No,No,No,support,medium
7055,0.83,0.79,4.0,270,3.0,Yes,No,No,support,medium
7056,0.38,0.64,5.0,160,3.0,No,No,No,support,high
7057,0.97,0.95,4.0,173,2.0,No,No,No,technical,low
7058,0.7,1.0,4.0,261,3.0,No,No,No,technical,low
7059,0.26,0.73,4.0,178,6.0,No,No,No,technical,low
7060,0.58,0.58,3.0,122,3.0,No,No,No,management,high
7061,0.69,0.57,5.0,227,4.0,No,No,No,IT,low
7062,0.88,0.6,2.0,168,3.0,No,No,No,IT,low
7063,0.57,0.91,4.0,252,4.0,No,No,No,IT,low
7064,0.94,0.8,5.0,170,4.0,No,No,No,IT,high
7065,0.94,0.58,3.0,135,3.0,No,No,No,IT,low
7066,0.46,0.49,5.0,286,5.0,No,No,No,product_mng,low
7067,0.49,0.57,2.0,213,3.0,Yes,No,No,product_mng,low
7068,0.96,1.0,5.0,148,3.0,No,No,No,product_mng,low
7069,0.29,0.95,5.0,117,4.0,No,No,No,product_mng,low
7070,0.94,0.69,3.0,164,2.0,No,No,No,IT,low
7071,0.56,0.64,3.0,262,2.0,Yes,No,No,RandD,low
7072,0.18,0.49,5.0,250,5.0,Yes,No,No,RandD,medium
7073,0.84,0.83,4.0,222,3.0,No,No,No,RandD,medium
7074,0.58,0.96,3.0,192,4.0,No,No,No,RandD,medium
7075,0.21,0.6,5.0,151,6.0,No,No,No,RandD,medium
7076,0.59,0.53,4.0,216,2.0,No,No,No,marketing,medium
7077,0.66,0.65,3.0,234,2.0,No,No,No,marketing,medium
7078,0.58,0.82,4.0,268,3.0,No,No,No,sales,medium
7079,0.66,0.49,4.0,194,5.0,No,No,No,accounting,medium
7080,0.56,0.78,3.0,200,2.0,No,No,No,support,medium
7081,0.92,0.78,3.0,194,3.0,No,No,No,technical,medium
7082,0.56,0.69,3.0,176,3.0,No,No,No,management,medium
7083,0.57,0.59,4.0,158,3.0,No,No,No,marketing,medium
7084,0.99,0.79,3.0,271,4.0,No,No,No,marketing,high
7085,0.76,0.93,4.0,187,4.0,No,No,No,marketing,low
7086,0.78,0.91,4.0,202,2.0,No,No,No,sales,medium
7087,0.99,0.48,5.0,202,2.0,No,No,No,sales,medium
7088,0.71,0.95,6.0,204,3.0,Yes,No,No,sales,medium
7089,0.51,0.96,4.0,204,3.0,Yes,No,No,sales,medium
7090,0.88,0.82,3.0,244,3.0,No,No,No,sales,low
7091,0.96,0.83,3.0,234,3.0,No,No,No,sales,low
7092,0.9,0.64,4.0,217,3.0,No,No,No,sales,low
7093,0.77,0.51,4.0,142,4.0,No,No,No,sales,low
7094,0.95,0.5,4.0,186,3.0,Yes,No,No,sales,low
7095,0.85,0.67,3.0,267,2.0,Yes,No,No,sales,low
7096,0.46,0.79,2.0,108,3.0,No,No,No,sales,low
7097,0.57,0.95,3.0,274,4.0,No,No,No,sales,low
7098,0.93,1.0,3.0,148,4.0,No,No,No,sales,low
7099,0.78,0.68,5.0,168,3.0,No,No,No,sales,low
7100,0.68,1.0,4.0,185,2.0,Yes,No,No,sales,low
7101,0.83,0.78,3.0,257,2.0,No,No,No,sales,low
7102,0.56,0.51,5.0,256,4.0,Yes,No,No,sales,low
7103,0.93,0.78,2.0,188,2.0,No,No,No,sales,low
7104,0.13,0.53,6.0,173,4.0,No,No,No,sales,low
7105,0.71,0.99,5.0,208,2.0,Yes,No,No,accounting,low
7106,0.98,0.74,4.0,202,3.0,No,No,No,accounting,low
7107,0.83,0.82,3.0,134,3.0,No,No,No,accounting,low
7108,0.78,0.65,3.0,154,2.0,No,No,No,hr,low
7109,0.35,0.58,3.0,103,3.0,No,No,No,hr,low
7110,0.67,0.55,4.0,256,6.0,No,No,No,hr,low
7111,0.86,0.88,4.0,274,3.0,No,No,No,hr,medium
7112,0.33,0.61,2.0,163,3.0,No,No,No,technical,medium
7113,0.3,0.86,6.0,232,3.0,No,No,No,technical,medium
7114,0.75,0.63,4.0,268,3.0,No,No,No,technical,medium
7115,0.8,0.98,3.0,209,3.0,No,No,No,technical,medium
7116,0.98,0.53,5.0,238,3.0,No,No,No,technical,medium
7117,0.72,0.48,3.0,155,2.0,No,No,No,technical,medium
7118,0.82,0.52,5.0,270,3.0,No,No,No,technical,medium
7119,0.91,0.59,3.0,134,2.0,Yes,No,No,technical,medium
7120,0.84,0.78,3.0,221,3.0,Yes,No,No,technical,medium
7121,0.95,0.74,4.0,258,3.0,No,No,No,technical,medium
7122,0.53,0.51,6.0,272,5.0,No,No,No,technical,medium
7123,0.5,0.5,4.0,184,3.0,No,No,No,support,high
7124,0.36,0.95,6.0,276,2.0,No,No,No,support,low
7125,0.33,0.38,4.0,186,3.0,No,No,No,support,medium
7126,0.38,0.47,3.0,189,5.0,No,No,No,support,medium
7127,0.7,0.9,3.0,224,3.0,No,No,No,support,medium
7128,0.44,0.45,6.0,237,6.0,No,No,No,support,medium
7129,0.32,0.66,3.0,144,2.0,No,No,No,support,low
7130,0.63,0.93,6.0,171,3.0,Yes,No,No,support,low
7131,0.56,0.54,3.0,232,2.0,No,No,No,support,low
7132,0.56,0.78,4.0,193,2.0,Yes,No,No,support,low
7133,0.81,0.78,3.0,166,2.0,No,No,No,support,low
7134,0.89,0.75,3.0,167,2.0,No,No,No,technical,low
7135,0.63,0.87,2.0,101,3.0,No,No,No,technical,low
7136,0.64,0.66,5.0,266,3.0,No,No,No,technical,low
7137,0.46,0.53,3.0,135,2.0,No,No,No,management,low
7138,0.76,0.56,4.0,137,3.0,No,No,No,IT,low
7139,0.99,0.71,3.0,191,3.0,No,No,No,IT,low
7140,0.85,0.76,4.0,262,2.0,No,No,No,IT,low
7141,0.78,0.99,3.0,174,3.0,No,No,No,IT,low
7142,0.91,0.56,4.0,241,2.0,No,No,No,IT,low
7143,0.16,0.57,5.0,144,4.0,Yes,No,No,product_mng,low
7144,0.71,0.57,3.0,218,3.0,No,No,No,product_mng,low
7145,0.92,0.68,5.0,210,2.0,No,No,No,product_mng,low
7146,0.21,0.98,6.0,208,5.0,Yes,No,No,product_mng,low
7147,0.74,0.6,3.0,232,3.0,No,No,No,IT,low
7148,0.76,0.6,3.0,140,2.0,No,No,No,RandD,low
7149,0.62,0.95,3.0,189,4.0,No,No,No,RandD,low
7150,1.0,0.61,5.0,264,3.0,No,No,No,RandD,medium
7151,0.67,0.54,5.0,157,2.0,No,No,No,RandD,medium
7152,0.81,0.87,4.0,161,2.0,No,No,No,RandD,medium
7153,0.84,0.69,4.0,149,3.0,No,No,No,marketing,medium
7154,0.84,0.99,3.0,144,4.0,No,No,No,sales,medium
7155,0.97,0.97,4.0,242,2.0,No,No,No,accounting,medium
7156,0.7,0.5,6.0,214,5.0,No,No,No,support,medium
7157,0.52,0.74,4.0,174,3.0,No,No,No,technical,medium
7158,0.46,0.88,5.0,169,3.0,No,No,No,management,medium
7159,1.0,0.87,4.0,268,2.0,No,No,No,marketing,medium
7160,0.91,0.58,3.0,257,3.0,No,No,No,marketing,medium
7161,0.16,0.69,4.0,187,5.0,No,No,No,marketing,medium
7162,0.58,0.62,5.0,270,2.0,No,No,No,sales,high
7163,0.75,0.61,5.0,173,4.0,No,No,No,sales,low
7164,0.96,0.62,6.0,193,4.0,No,No,No,sales,medium
7165,0.92,0.78,4.0,212,2.0,No,No,No,sales,medium
7166,0.35,0.63,3.0,156,3.0,No,No,No,sales,medium
7167,0.56,0.96,3.0,244,3.0,No,No,No,sales,medium
7168,0.27,0.96,3.0,255,4.0,No,No,No,sales,low
7169,0.66,0.72,5.0,152,3.0,Yes,No,No,sales,low
7170,0.66,0.98,4.0,163,3.0,Yes,No,No,sales,low
7171,0.98,0.69,3.0,150,2.0,No,No,No,sales,low
7172,0.51,0.58,4.0,169,2.0,No,No,No,sales,low
7173,0.51,0.83,3.0,133,3.0,No,No,No,sales,low
7174,0.53,0.94,4.0,202,3.0,Yes,No,No,sales,low
7175,0.69,0.7,4.0,169,2.0,No,No,No,sales,low
7176,0.66,0.74,4.0,270,2.0,Yes,No,No,sales,low
7177,0.89,0.76,3.0,251,2.0,Yes,No,No,sales,low
7178,0.74,0.64,3.0,267,5.0,No,No,No,sales,low
7179,0.82,0.75,4.0,224,3.0,No,No,No,sales,low
7180,0.66,0.9,3.0,250,2.0,No,No,No,sales,low
7181,0.59,0.97,3.0,258,2.0,No,No,No,accounting,low
7182,0.13,0.65,2.0,209,5.0,No,No,No,accounting,low
7183,0.68,0.74,4.0,215,3.0,No,No,No,accounting,low
7184,0.5,0.81,3.0,183,3.0,No,No,No,hr,low
7185,0.6,0.82,3.0,143,3.0,No,No,No,hr,low
7186,0.87,0.98,3.0,174,3.0,No,No,No,hr,low
7187,0.51,0.89,6.0,170,4.0,No,No,No,hr,low
7188,0.78,0.63,3.0,202,2.0,No,No,No,technical,low
7189,0.66,0.96,4.0,160,2.0,No,No,No,technical,medium
7190,0.72,0.73,5.0,211,2.0,No,No,No,technical,medium
7191,0.57,0.98,3.0,236,3.0,Yes,No,No,technical,medium
7192,0.5,0.49,4.0,236,3.0,No,No,No,technical,medium
7193,0.72,0.62,4.0,252,2.0,Yes,No,No,technical,medium
7194,0.41,0.48,3.0,155,2.0,Yes,No,No,technical,medium
7195,0.55,0.65,5.0,138,2.0,No,No,No,technical,medium
7196,0.49,0.94,4.0,195,3.0,Yes,No,No,technical,medium
7197,0.8,0.94,3.0,150,3.0,No,No,No,technical,medium
7198,0.78,0.51,3.0,172,3.0,No,No,No,technical,medium
7199,0.69,0.56,3.0,240,2.0,No,No,No,support,medium
7200,0.83,0.98,3.0,229,6.0,No,No,No,support,medium
7201,0.89,0.73,3.0,169,3.0,No,No,No,support,high
7202,0.94,0.82,3.0,246,3.0,No,No,No,support,low
7203,0.51,0.53,4.0,260,2.0,Yes,No,No,support,medium
7204,0.89,0.9,4.0,101,6.0,No,No,No,support,medium
7205,0.99,0.69,3.0,190,3.0,No,No,No,support,medium
7206,0.79,0.66,3.0,154,4.0,No,No,No,support,medium
7207,0.98,0.97,4.0,196,4.0,No,No,No,support,low
7208,0.98,0.97,3.0,209,3.0,No,No,No,support,low
7209,0.97,0.67,4.0,223,3.0,No,No,No,support,low
7210,0.71,0.71,4.0,221,3.0,No,No,No,technical,low
7211,0.49,0.6,4.0,141,3.0,No,No,No,technical,low
7212,0.72,0.71,3.0,135,3.0,No,No,No,technical,low
7213,0.58,0.61,2.0,191,3.0,Yes,No,No,management,low
7214,0.65,1.0,4.0,195,3.0,No,No,No,IT,low
7215,0.18,0.55,5.0,217,4.0,No,No,No,IT,low
7216,0.83,0.99,4.0,184,3.0,No,No,No,IT,low
7217,0.2,0.76,5.0,188,3.0,No,No,No,IT,low
7218,0.96,0.93,6.0,240,6.0,No,No,No,IT,low
7219,0.59,0.69,4.0,226,3.0,No,No,No,product_mng,low
7220,0.97,0.99,3.0,196,3.0,No,No,No,product_mng,low
7221,0.14,0.99,6.0,251,4.0,No,No,No,product_mng,low
7222,0.75,0.96,4.0,150,2.0,No,No,No,product_mng,low
7223,0.71,0.63,3.0,249,3.0,No,No,No,IT,low
7224,0.84,0.52,4.0,251,3.0,No,No,No,RandD,low
7225,0.57,0.75,5.0,252,3.0,No,No,No,RandD,medium
7226,0.46,0.55,5.0,261,5.0,No,No,No,RandD,medium
7227,0.77,0.94,4.0,225,2.0,No,No,No,RandD,medium
7228,0.44,0.65,2.0,151,3.0,No,No,No,RandD,medium
7229,0.68,0.59,4.0,147,2.0,No,No,No,marketing,medium
7230,0.94,0.58,4.0,159,3.0,No,No,No,sales,medium
7231,0.73,0.91,4.0,241,2.0,Yes,No,No,accounting,medium
7232,0.51,0.5,5.0,176,5.0,No,No,No,support,medium
7233,0.93,0.87,4.0,218,4.0,No,No,No,technical,medium
7234,0.74,1.0,4.0,219,3.0,No,No,No,management,medium
7235,0.82,0.9,3.0,227,3.0,No,No,No,marketing,medium
7236,0.86,0.91,4.0,182,2.0,No,No,No,marketing,medium
7237,0.99,0.86,4.0,196,2.0,Yes,No,No,marketing,high
7238,0.58,0.86,4.0,257,3.0,No,No,No,sales,low
7239,0.96,0.6,5.0,182,5.0,No,No,No,sales,medium
7240,0.72,0.67,4.0,192,3.0,No,No,No,sales,medium
7241,0.23,0.94,4.0,142,4.0,No,No,No,sales,medium
7242,0.99,0.79,4.0,172,2.0,No,No,No,sales,medium
7243,0.95,0.58,4.0,188,3.0,No,No,No,sales,low
7244,0.75,0.55,5.0,281,3.0,Yes,No,No,sales,low
7245,0.95,0.54,4.0,255,2.0,No,No,No,sales,low
7246,0.97,0.84,3.0,223,3.0,No,No,No,sales,low
7247,0.98,0.86,2.0,219,4.0,No,No,No,sales,low
7248,0.79,0.98,3.0,195,2.0,No,No,No,sales,low
7249,0.54,0.91,2.0,156,3.0,No,No,No,sales,low
7250,0.51,0.51,5.0,259,4.0,No,No,No,sales,low
7251,0.83,0.91,4.0,266,3.0,Yes,No,No,sales,low
7252,0.6,0.7,3.0,147,2.0,No,No,No,sales,low
7253,0.58,0.83,4.0,207,3.0,No,No,No,sales,low
7254,0.55,0.68,3.0,185,2.0,No,No,No,sales,low
7255,0.5,0.64,5.0,195,2.0,No,No,No,sales,low
7256,0.46,0.41,6.0,148,4.0,No,No,No,sales,low
7257,0.61,0.82,3.0,157,2.0,No,No,No,accounting,low
7258,0.91,0.98,4.0,146,3.0,No,No,No,accounting,low
7259,0.5,0.94,3.0,262,4.0,No,No,No,accounting,low
7260,0.75,0.82,3.0,169,3.0,No,No,No,hr,low
7261,0.74,0.87,3.0,192,3.0,Yes,No,No,hr,low
7262,0.62,0.53,4.0,147,2.0,No,No,No,hr,low
7263,0.87,0.76,5.0,254,2.0,Yes,No,No,hr,low
7264,0.13,0.72,3.0,244,4.0,No,No,No,technical,medium
7265,0.71,0.43,2.0,100,6.0,No,No,No,technical,medium
7266,0.7,0.9,3.0,173,2.0,No,No,No,technical,medium
7267,0.32,0.87,2.0,197,2.0,Yes,No,No,technical,medium
7268,0.84,0.72,3.0,256,4.0,No,No,No,technical,medium
7269,0.79,0.87,4.0,253,2.0,No,No,No,technical,medium
7270,0.97,0.64,4.0,152,2.0,No,No,No,technical,medium
7271,0.76,0.58,5.0,136,3.0,No,No,No,technical,medium
